supplier_id,contract_text,clause_risk_score
S_02195,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,47.08
S_02196,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.0
S_02197,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.17
S_02198,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,53.33
S_02199,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.61
S_02200,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.19
S_02201,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,19.57
S_02202,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,44.96
S_02203,Payment terms: net 30 days.,32.11
S_02204,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.45
S_02205,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.39
S_02206,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.36
S_02207,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.88
S_02208,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.83
S_02209,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,42.64
S_02210,Supplier notified raw material shortages causing delays.,47.97
S_02211,Supplier notified raw material shortages causing delays.,47.43
S_02212,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,38.2
S_02213,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.79
S_02214,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,18.23
S_02215,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.41
S_02216,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.66
S_02217,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.01
S_02218,Penalty clause included for delayed delivery.,24.01
S_02219,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.26
S_02220,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.18
S_02221,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.89
S_02222,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.64
S_02223,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,46.62
S_02224,Payment terms: net 30 days.,32.06
S_02225,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.48
S_02226,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.9
S_02227,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.62
S_02228,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.43
S_02229,Standard contract with net 30 payment terms.,32.09
S_02230,Standard contract with net 30 payment terms.,30.21
S_02231,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,42.4
S_02232,Long-term partnership clause with annual reviews.,30.34
S_02233,Long-term partnership clause with annual reviews.,29.06
S_02234,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.84
S_02235,Long-term partnership clause with annual reviews.,30.83
S_02236,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.46
S_02237,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.99
S_02238,Standard contract with net 30 payment terms.,33.06
S_02239,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.48
S_02240,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.34
S_02241,Standard contract with net 30 payment terms.,27.72
S_02242,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.82
S_02243,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,49.32
S_02244,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.61
S_02245,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.36
S_02246,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,18.31
S_02247,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.3
S_02248,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.69
S_02249,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.67
S_02250,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.72
S_02251,Penalty clause included for delayed delivery. Payment terms: net 30 days.,21.01
S_02252,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.18
S_02253,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.85
S_02254,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,34.23
